,Name,Attribute Vector,Percentiles
83,Omar Colley,"[0.07, 0.08, 0.39, 0.0, 0.0, 0.08, 0.33, 46.43, 86.1, 2.15, 0.2, 0.13, 0.59, 0.13, 1.11, 1.43, 0.59, 4.49, 1.76]","[78, 84, 37, 28, 3, 61, 5, 27, 60, 16, 10, 36, 28, 31, 21, 70, 1, 76, 31]"
84,Nathan Collins,"[0.0, 0.01, 0.15, 0.0, 0.01, 0.01, 0.55, 56.46, 88.0, 3.18, 0.55, 0.35, 0.65, 0.25, 1.34, 1.04, 1.74, 4.17, 1.84]","[20, 5, 5, 28, 14, 3, 27, 62, 77, 49, 51, 78, 34, 56, 40, 32, 92, 66, 36]"
85,Levi Colwill,"[0.0, 0.1, 0.59, 0.15, 0.04, 0.14, 1.33, 85.94, 88.2, 5.16, 1.18, 0.07, 0.81, 0.22, 0.59, 1.11, 0.37, 2.73, 3.32]","[20, 95, 67, 99, 80, 94, 93, 99, 78, 92, 88, 19, 51, 51, 1, 37, 1, 12, 95]"
86,Eray Cömert,"[0.05, 0.03, 0.54, 0.0, 0.01, 0.03, 0.65, 50.87, 86.2, 2.91, 0.32, 0.11, 0.54, 0.05, 1.88, 1.56, 1.24, 4.09, 2.37]","[68, 23, 60, 28, 15, 14, 41, 42, 61, 41, 27, 28, 24, 9, 76, 77, 53, 64, 69]"
87,Steve Cook,"[0.0, 0.01, 0.28, 0.0, 0.06, 0.07, 0.56, 43.17, 80.4, 1.79, 0.09, 0.09, 0.94, 0.0, 0.75, 1.13, 1.5, 4.8, 2.54]","[20, 4, 18, 28, 92, 49, 28, 18, 22, 8, 3, 24, 65, 2, 3, 41, 81, 86, 76]"
88,Liam Cooper,"[0.06, 0.06, 0.63, 0.0, 0.04, 0.11, 1.01, 49.8, 78.6, 2.97, 0.19, 0.06, 1.33, 0.13, 2.4, 2.15, 1.01, 3.6, 3.53]","[76, 73, 72, 28, 87, 84, 81, 39, 14, 44, 10, 15, 91, 29, 92, 96, 25, 46, 97]"
89,Copete,"[0.04, 0.02, 0.24, 0.0, 0.01, 0.03, 0.65, 35.9, 75.9, 2.37, 0.57, 0.78, 0.69, 0.12, 2.16, 1.8, 1.55, 4.53, 1.59]","[59, 15, 14, 28, 21, 10, 42, 4, 5, 22, 52, 98, 39, 27, 86, 85, 85, 77, 22]"
90,Diego Coppola,"[0.0, 0.02, 0.23, 0.0, 0.0, 0.02, 0.69, 42.59, 72.4, 3.21, 0.69, 0.15, 0.69, 0.61, 1.91, 1.07, 1.53, 2.91, 3.59]","[20, 18, 13, 28, 3, 5, 46, 16, 2, 51, 61, 41, 39, 84, 78, 34, 83, 18, 97]"
91,Jorge Cuenca,"[0.0, 0.07, 0.71, 0.0, 0.02, 0.09, 0.89, 68.3, 87.0, 4.62, 1.25, 0.0, 0.89, 0.18, 1.6, 1.07, 1.78, 7.83, 2.67]","[20, 78, 81, 28, 47, 70, 70, 87, 69, 85, 89, 2, 59, 44, 59, 34, 93, 99, 80]"
92,Danilo D'Ambrosio,"[0.0, 0.04, 0.5, 0.2, 0.07, 0.11, 2.11, 65.84, 87.6, 4.33, 0.91, 0.2, 1.81, 1.91, 2.82, 1.41, 1.31, 2.21, 1.21]","[20, 50, 52, 99, 96, 86, 99, 83, 72, 80, 78, 51, 96, 98, 98, 68, 62, 4, 7]"
93,Flavius Daniliuc,"[0.0, 0.02, 0.39, 0.08, 0.02, 0.05, 0.75, 46.85, 86.2, 2.91, 0.63, 0.08, 0.67, 0.32, 2.32, 1.14, 1.34, 3.03, 1.57]","[20, 18, 39, 92, 61, 30, 53, 28, 61, 42, 57, 20, 37, 66, 91, 41, 68, 20, 21]"
94,Flavius Daniliuc,"[0.0, 0.02, 0.39, 0.08, 0.02, 0.05, 0.75, 46.85, 86.2, 2.91, 0.63, 0.08, 0.67, 0.32, 2.32, 1.14, 1.34, 3.03, 1.57]","[20, 18, 39, 92, 61, 30, 53, 28, 61, 42, 57, 20, 37, 66, 91, 41, 68, 20, 21]"
95,Danilo,"[0.06, 0.07, 0.83, 0.06, 0.08, 0.15, 1.8, 62.27, 84.8, 5.03, 1.12, 0.33, 1.16, 1.16, 2.54, 1.47, 1.03, 3.49, 1.53]","[75, 78, 90, 87, 98, 95, 99, 76, 49, 91, 87, 76, 83, 93, 96, 72, 29, 43, 20]"
96,Kevin Danso,"[0.03, 0.07, 0.67, 0.06, 0.03, 0.1, 1.14, 65.05, 90.0, 4.54, 0.95, 0.53, 0.89, 0.06, 1.03, 0.92, 1.34, 3.45, 2.28]","[45, 76, 75, 84, 67, 77, 88, 82, 89, 84, 80, 89, 59, 10, 15, 20, 67, 41, 64]"
97,Dante,"[0.03, 0.04, 0.63, 0.05, 0.05, 0.09, 0.93, 72.1, 89.9, 4.37, 0.33, 0.22, 0.85, 0.08, 1.91, 1.28, 1.42, 3.41, 2.02]","[44, 51, 71, 83, 89, 68, 75, 92, 88, 81, 28, 57, 54, 17, 77, 54, 76, 39, 48]"
98,Márton Dárdai,"[0.1, 0.01, 0.19, 0.0, 0.02, 0.03, 0.95, 35.92, 59.5, 2.0, 0.19, 0.29, 0.48, 0.0, 1.62, 1.05, 1.33, 4.28, 1.62]","[89, 4, 9, 28, 51, 10, 77, 4, 1, 13, 10, 67, 17, 2, 59, 32, 65, 69, 24]"
99,Achraf Dari,"[0.07, 0.03, 0.27, 0.0, 0.0, 0.03, 0.48, 47.15, 79.3, 2.26, 0.21, 0.07, 0.62, 0.07, 1.44, 1.3, 1.09, 4.44, 2.39]","[80, 24, 17, 28, 3, 9, 17, 30, 17, 19, 13, 17, 30, 15, 46, 57, 35, 74, 70]"
100,Matteo Darmian,"[0.03, 0.03, 0.28, 0.06, 0.07, 0.1, 1.39, 54.9, 85.3, 3.35, 0.89, 0.32, 0.92, 3.51, 2.4, 1.26, 1.33, 2.02, 0.7]","[50, 38, 19, 88, 96, 82, 95, 57, 53, 55, 77, 72, 63, 99, 93, 52, 65, 3, 1]"
101,Ben Davies,"[0.07, 0.03, 0.54, 0.07, 0.08, 0.12, 1.34, 50.68, 81.3, 4.3, 1.58, 0.24, 1.04, 2.59, 1.18, 0.77, 0.67, 2.85, 2.59]","[79, 34, 60, 90, 98, 89, 94, 41, 28, 80, 94, 61, 75, 99, 26, 12, 3, 17, 77]"
102,Paweł Dawidowicz,"[0.06, 0.06, 0.61, 0.06, 0.04, 0.1, 0.88, 45.61, 74.1, 3.31, 1.1, 0.06, 0.94, 0.94, 2.65, 1.27, 0.77, 3.92, 2.37]","[69, 70, 69, 83, 87, 82, 69, 25, 4, 54, 86, 12, 65, 91, 97, 52, 8, 60, 69]"
103,Craig Dawson,"[0.04, 0.06, 0.72, 0.0, 0.0, 0.06, 0.76, 52.13, 82.9, 2.61, 0.21, 0.13, 1.22, 0.08, 0.8, 0.76, 1.69, 4.22, 2.02]","[60, 69, 82, 28, 11, 47, 55, 47, 38, 33, 13, 35, 85, 17, 5, 11, 90, 68, 48]"
104,Craig Dawson,"[0.04, 0.06, 0.72, 0.0, 0.0, 0.06, 0.76, 52.13, 82.9, 2.61, 0.21, 0.13, 1.22, 0.08, 0.8, 0.76, 1.69, 4.22, 2.02]","[60, 69, 82, 28, 11, 47, 55, 47, 38, 33, 13, 35, 85, 17, 5, 11, 90, 68, 48]"
105,Koni De Winter,"[0.0, 0.0, 0.0, 0.0, 0.02, 0.02, 0.44, 43.42, 85.8, 1.93, 0.18, 0.09, 0.0, 0.0, 1.23, 0.53, 1.23, 5.71, 1.41]","[20, 1, 1, 28, 46, 4, 14, 19, 56, 12, 9, 23, 1, 2, 32, 2, 51, 97, 14]"
106,Merih Demiral,"[0.06, 0.04, 0.35, 0.0, 0.03, 0.07, 0.23, 38.26, 85.8, 1.52, 0.18, 0.12, 0.82, 0.23, 2.4, 1.41, 1.41, 3.34, 3.05]","[72, 51, 28, 28, 69, 52, 2, 8, 56, 4, 9, 31, 53, 55, 93, 67, 75, 35, 89]"
107,Sepp van den Berg,"[0.13, 0.08, 0.65, 0.0, 0.01, 0.09, 0.39, 43.19, 82.9, 1.55, 0.13, 0.13, 1.55, 0.39, 0.65, 1.68, 1.03, 4.27, 1.81]","[96, 83, 73, 28, 34, 71, 11, 18, 38, 4, 5, 36, 95, 73, 2, 81, 29, 69, 34]"
108,Mouctar Diakhaby,"[0.11, 0.1, 0.77, 0.0, 0.01, 0.11, 0.55, 43.6, 81.9, 3.16, 0.7, 0.18, 1.91, 0.4, 1.1, 0.74, 1.1, 4.08, 1.77]","[93, 94, 86, 28, 27, 85, 28, 19, 32, 49, 62, 47, 97, 74, 20, 9, 36, 63, 31]"
109,Abdou Diallo,"[0.13, 0.05, 0.64, 0.0, 0.03, 0.08, 1.53, 73.02, 86.9, 6.38, 1.79, 1.02, 1.15, 0.51, 1.28, 1.15, 1.15, 3.32, 2.04]","[96, 63, 72, 28, 63, 60, 97, 92, 67, 98, 97, 99, 82, 79, 34, 43, 43, 34, 49]"
110,Rúben Dias,"[0.03, 0.09, 0.68, 0.0, 0.02, 0.11, 0.77, 89.76, 93.3, 4.08, 0.68, 0.32, 1.15, 0.15, 1.39, 0.74, 1.03, 2.39, 1.95]","[47, 93, 78, 28, 54, 85, 56, 99, 98, 76, 60, 75, 82, 36, 44, 10, 29, 6, 43]"
111,Eric Dier,"[0.05, 0.07, 0.68, 0.03, 0.03, 0.1, 0.86, 64.64, 86.1, 2.88, 0.29, 0.08, 0.89, 0.39, 0.97, 1.13, 1.18, 3.54, 2.57]","[66, 77, 79, 59, 72, 82, 67, 81, 60, 40, 24, 19, 59, 73, 11, 40, 46, 44, 76]"
112,Sinaly Diomande,"[0.0, 0.04, 0.46, 0.0, 0.01, 0.05, 0.6, 67.51, 85.6, 4.97, 0.46, 0.46, 0.64, 0.37, 1.93, 2.25, 1.2, 3.45, 2.58]","[20, 44, 47, 28, 24, 28, 33, 86, 55, 90, 42, 86, 34, 69, 78, 98, 47, 40, 76]"
113,Issa Diop,"[0.04, 0.01, 0.13, 0.0, 0.02, 0.03, 0.4, 62.58, 86.9, 3.13, 0.58, 0.13, 0.4, 0.18, 1.25, 1.57, 1.07, 3.85, 1.48]","[62, 9, 5, 28, 47, 12, 12, 77, 67, 48, 54, 37, 10, 45, 33, 78, 32, 56, 16]"
114,Axel Disasi,"[0.11, 0.08, 0.77, 0.09, 0.03, 0.11, 0.88, 54.46, 83.3, 5.8, 1.7, 0.57, 1.43, 0.55, 0.77, 1.81, 1.3, 2.85, 2.54]","[93, 83, 86, 95, 74, 84, 69, 54, 40, 96, 96, 93, 93, 82, 4, 86, 61, 16, 75]"
115,Tiago Djaló,"[0.09, 0.06, 0.67, 0.0, 0.0, 0.06, 0.45, 71.35, 92.6, 3.12, 0.4, 0.22, 0.8, 0.18, 1.38, 1.03, 0.76, 2.68, 1.25]","[86, 68, 76, 28, 13, 46, 14, 91, 97, 48, 36, 58, 51, 44, 43, 30, 7, 11, 8]"
116,Djené,"[0.0, 0.02, 0.29, 0.03, 0.02, 0.04, 0.98, 36.57, 76.6, 2.44, 0.35, 0.57, 0.35, 0.63, 1.3, 1.33, 0.79, 2.57, 1.68]","[20, 13, 19, 68, 58, 19, 78, 5, 7, 26, 30, 93, 7, 85, 36, 60, 9, 9, 26]"
117,Koffi Djidji,"[0.04, 0.03, 0.3, 0.0, 0.0, 0.04, 0.67, 53.5, 86.7, 3.08, 0.41, 0.15, 0.3, 0.48, 1.86, 1.26, 1.08, 2.67, 1.75]","[55, 34, 20, 28, 10, 22, 43, 50, 66, 47, 37, 40, 5, 77, 75, 52, 33, 10, 30]"
118,Alexander Djiku,"[0.03, 0.05, 0.57, 0.07, 0.02, 0.07, 0.81, 50.66, 80.6, 4.57, 0.13, 0.13, 0.87, 0.13, 1.78, 2.22, 1.51, 5.08, 3.09]","[52, 57, 65, 90, 61, 53, 59, 41, 23, 84, 6, 37, 57, 33, 71, 98, 82, 91, 90]"
119,Berat Djimsiti,"[0.0, 0.03, 0.25, 0.05, 0.01, 0.04, 0.5, 54.74, 87.2, 2.25, 0.35, 0.2, 0.75, 0.45, 1.7, 1.8, 0.85, 3.71, 2.95]","[20, 29, 15, 78, 25, 21, 20, 56, 70, 19, 31, 51, 46, 76, 65, 86, 12, 50, 88]"
120,Danilho Doekhi,"[0.18, 0.08, 0.71, 0.03, 0.02, 0.1, 1.14, 40.83, 80.2, 3.41, 0.83, 0.12, 1.23, 1.11, 1.75, 1.29, 1.01, 3.6, 2.34]","[99, 82, 81, 66, 49, 75, 87, 13, 21, 57, 72, 34, 86, 93, 69, 55, 26, 46, 66]"
121,Gabriel Dos Santos,"[0.07, 0.14, 0.85, 0.0, 0.01, 0.14, 0.64, 64.49, 88.9, 4.03, 0.48, 0.07, 1.42, 0.41, 1.28, 0.85, 1.24, 3.32, 2.87]","[80, 98, 92, 28, 19, 94, 40, 81, 83, 75, 44, 17, 92, 75, 35, 15, 53, 35, 85]"
122,Ismaël Doukouré,"[0.04, 0.01, 0.35, 0.04, 0.02, 0.03, 0.78, 43.33, 82.3, 3.88, 1.06, 1.14, 0.12, 0.78, 1.88, 1.06, 1.02, 2.12, 1.14]","[57, 8, 29, 73, 43, 10, 57, 18, 34, 71, 85, 99, 2, 88, 75, 34, 27, 3, 6]"
123,Domingos Duarte,"[0.0, 0.04, 0.54, 0.07, 0.03, 0.07, 0.51, 32.62, 77.1, 2.13, 0.2, 0.17, 0.75, 0.0, 0.88, 1.32, 0.98, 4.91, 1.59]","[20, 54, 61, 90, 66, 53, 23, 1, 9, 16, 12, 45, 45, 2, 7, 59, 22, 88, 23]"
124,Lewis Dunk,"[0.03, 0.05, 0.61, 0.0, 0.03, 0.08, 0.89, 89.56, 90.3, 4.39, 0.53, 0.11, 0.94, 0.14, 0.83, 0.94, 1.03, 2.25, 1.89]","[45, 57, 70, 28, 67, 58, 70, 99, 91, 81, 49, 29, 66, 34, 6, 23, 28, 6, 39]"
125,Enzo Ebosse,"[0.0, 0.01, 0.29, 0.0, 0.0, 0.01, 0.77, 53.9, 81.3, 4.94, 1.06, 0.39, 0.0, 1.94, 1.45, 1.06, 2.61, 2.81, 1.45]","[20, 5, 20, 28, 3, 1, 56, 52, 28, 89, 85, 81, 1, 98, 46, 34, 99, 14, 15]"
126,Nico Elvedi,"[0.1, 0.08, 0.57, 0.0, 0.01, 0.09, 0.54, 68.44, 91.5, 2.64, 0.64, 0.03, 0.86, 0.16, 1.47, 1.11, 0.99, 4.75, 2.26]","[89, 88, 65, 28, 25, 73, 27, 87, 95, 33, 58, 7, 55, 39, 48, 38, 23, 85, 62]"
127,Rodrigo Ely,"[0.0, 0.03, 0.54, 0.03, 0.02, 0.05, 0.6, 42.08, 81.2, 1.48, 0.17, 0.14, 0.86, 0.11, 0.86, 0.88, 1.31, 5.79, 2.25]","[20, 25, 61, 62, 59, 36, 34, 15, 27, 3, 9, 39, 55, 25, 7, 17, 62, 98, 62]"
128,Martin Erlic,"[0.0, 0.02, 0.15, 0.0, 0.01, 0.03, 0.39, 50.02, 85.8, 2.51, 0.27, 0.04, 0.39, 0.04, 1.04, 1.2, 1.39, 4.64, 1.89]","[20, 13, 6, 28, 20, 9, 10, 39, 56, 28, 21, 8, 9, 6, 16, 46, 74, 80, 40]"
129,Bernardo Espinosa,"[0.07, 0.09, 0.81, 0.07, 0.0, 0.09, 0.66, 67.08, 88.9, 2.64, 0.59, 0.22, 1.25, 0.22, 0.44, 0.88, 1.25, 5.14, 3.89]","[81, 91, 89, 91, 3, 70, 43, 85, 83, 33, 55, 58, 87, 51, 1, 17, 55, 92, 98]"
130,Maxime Estève,"[0.0, 0.03, 0.33, 0.0, 0.01, 0.03, 0.38, 40.9, 81.4, 2.41, 0.49, 0.22, 0.66, 0.05, 1.31, 1.86, 1.53, 4.92, 1.7]","[20, 34, 25, 28, 16, 15, 10, 13, 29, 24, 45, 58, 35, 10, 37, 89, 83, 88, 27]"
131,Jonny Evans,"[0.0, 0.02, 0.09, 0.0, 0.0, 0.02, 0.34, 67.56, 87.5, 3.0, 0.51, 0.0, 0.17, 0.0, 1.11, 1.54, 1.28, 4.37, 2.23]","[20, 11, 2, 28, 3, 4, 7, 86, 71, 45, 47, 2, 2, 2, 21, 75, 60, 74, 60]"
132,Wout Faes,"[0.03, 0.04, 0.38, 0.06, 0.02, 0.06, 0.74, 57.75, 85.5, 2.41, 0.35, 0.29, 0.59, 0.09, 1.68, 1.41, 1.74, 3.89, 1.83]","[47, 41, 34, 85, 47, 40, 51, 64, 54, 25, 32, 69, 28, 19, 63, 69, 93, 59, 35]"
133,Wout Faes,"[0.03, 0.04, 0.38, 0.06, 0.02, 0.06, 0.74, 57.75, 85.5, 2.41, 0.35, 0.29, 0.59, 0.09, 1.68, 1.41, 1.74, 3.89, 1.83]","[47, 41, 34, 85, 47, 40, 51, 64, 54, 25, 32, 69, 28, 19, 63, 69, 93, 59, 35]"
134,Fali,"[0.0, 0.03, 0.47, 0.0, 0.01, 0.04, 0.58, 31.14, 76.7, 2.94, 0.47, 0.11, 0.79, 0.53, 1.42, 0.68, 1.26, 3.68, 1.37]","[20, 30, 48, 28, 26, 23, 30, 1, 7, 43, 43, 27, 50, 81, 46, 6, 55, 49, 13]"
135,Federico Fazio,"[0.08, 0.06, 0.92, 0.0, 0.01, 0.07, 1.01, 44.92, 76.5, 3.35, 1.09, 0.34, 1.42, 0.34, 1.26, 2.35, 0.75, 5.11, 3.02]","[84, 68, 95, 28, 21, 51, 81, 23, 6, 55, 86, 77, 92, 68, 34, 99, 6, 92, 89]"
136,Felipe,"[0.0, 0.07, 0.85, 0.05, 0.05, 0.13, 0.95, 39.87, 76.7, 2.33, 0.26, 0.79, 2.12, 0.26, 2.59, 1.96, 2.12, 5.39, 3.28]","[20, 80, 92, 81, 92, 91, 77, 11, 7, 21, 20, 99, 99, 59, 96, 91, 98, 95, 94]"
137,Felipe,"[0.0, 0.07, 0.85, 0.05, 0.05, 0.13, 0.95, 39.87, 76.7, 2.33, 0.26, 0.79, 2.12, 0.26, 2.59, 1.96, 2.12, 5.39, 3.28]","[20, 80, 92, 81, 92, 91, 77, 11, 7, 21, 20, 99, 99, 59, 96, 91, 98, 95, 94]"
138,Luiz Felipe,"[0.0, 0.01, 0.17, 0.0, 0.01, 0.03, 0.34, 47.07, 86.0, 2.05, 0.04, 0.21, 0.42, 0.0, 1.55, 1.55, 2.39, 5.4, 1.63]","[20, 8, 7, 28, 32, 7, 6, 30, 58, 14, 1, 53, 12, 2, 56, 76, 99, 95, 24]"
139,Ohis Felix Uduokhai,"[0.0, 0.02, 0.25, 0.06, 0.02, 0.04, 0.81, 45.56, 76.0, 3.23, 0.74, 0.31, 0.74, 0.31, 1.86, 1.8, 1.68, 3.79, 2.67]","[20, 12, 15, 87, 50, 19, 59, 25, 6, 52, 67, 71, 45, 65, 75, 86, 90, 53, 80]"
140,Edimilson Fernandes,"[0.0, 0.03, 0.55, 0.11, 0.05, 0.07, 1.33, 43.95, 69.9, 2.47, 0.55, 0.63, 0.22, 0.85, 1.29, 1.99, 1.37, 3.21, 1.4]","[20, 21, 63, 98, 90, 51, 93, 20, 1, 27, 51, 95, 3, 89, 35, 92, 71, 29, 14]"
141,Joaquín Fernández,"[0.04, 0.03, 0.42, 0.0, 0.0, 0.03, 0.58, 41.49, 82.5, 1.75, 0.25, 0.04, 0.71, 0.13, 1.46, 1.13, 1.29, 4.09, 2.17]","[60, 19, 42, 28, 11, 11, 31, 14, 36, 7, 18, 9, 41, 28, 47, 41, 60, 64, 56]"
142,Alex Ferrari,"[0.0, 0.01, 0.24, 0.0, 0.02, 0.03, 0.48, 43.87, 79.1, 2.5, 0.43, 0.34, 0.29, 0.38, 2.35, 2.11, 1.92, 3.36, 1.73]","[20, 5, 14, 28, 51, 10, 18, 20, 15, 27, 38, 77, 5, 72, 92, 96, 96, 37, 28]"
143,Alex Ferrari,"[0.0, 0.01, 0.24, 0.0, 0.02, 0.03, 0.48, 43.87, 79.1, 2.5, 0.43, 0.34, 0.29, 0.38, 2.35, 2.11, 1.92, 3.36, 1.73]","[20, 5, 14, 28, 51, 10, 18, 20, 15, 27, 38, 77, 5, 72, 92, 96, 96, 37, 28]"
144,Wesley Fofana,"[0.1, 0.06, 0.51, 0.0, 0.01, 0.07, 1.02, 62.69, 88.7, 3.07, 2.2, 0.61, 0.82, 0.92, 2.51, 1.69, 1.02, 2.4, 2.35]","[92, 67, 55, 28, 26, 53, 82, 77, 82, 46, 98, 94, 52, 91, 95, 82, 27, 6, 68]"
145,Wesley Fofana,"[0.1, 0.06, 0.51, 0.0, 0.01, 0.07, 1.02, 62.69, 88.7, 3.07, 2.2, 0.61, 0.82, 0.92, 2.51, 1.69, 1.02, 2.4, 2.35]","[92, 67, 55, 28, 26, 53, 82, 77, 82, 46, 98, 94, 52, 91, 95, 82, 27, 6, 68]"
146,José Fonte,"[0.03, 0.05, 0.49, 0.0, 0.01, 0.06, 0.56, 68.72, 90.0, 3.44, 0.24, 0.1, 1.01, 0.28, 0.8, 0.87, 0.94, 3.89, 2.12]","[53, 58, 50, 28, 38, 46, 28, 88, 89, 58, 17, 27, 71, 61, 4, 16, 18, 59, 53]"
147,Marco Friedl,"[0.0, 0.02, 0.21, 0.0, 0.01, 0.03, 0.83, 60.06, 81.3, 3.99, 0.49, 0.35, 0.24, 0.38, 2.15, 2.01, 1.6, 4.41, 1.6]","[20, 11, 11, 28, 38, 17, 63, 72, 28, 74, 45, 78, 3, 72, 85, 93, 88, 74, 23]"
148,Marvin Friedrich,"[0.07, 0.06, 0.65, 0.0, 0.04, 0.09, 0.72, 69.59, 86.0, 2.52, 0.22, 0.14, 1.51, 0.43, 1.23, 0.79, 1.01, 3.75, 2.96]","[81, 74, 73, 28, 78, 74, 49, 89, 58, 29, 14, 40, 94, 76, 31, 13, 25, 52, 88]"
149,Matteo Gabbia,"[0.11, 0.04, 0.22, 0.0, 0.0, 0.04, 0.55, 50.79, 82.4, 2.4, 0.33, 0.0, 0.22, 0.11, 2.18, 0.87, 0.98, 4.26, 1.75]","[93, 54, 12, 28, 3, 25, 27, 42, 35, 24, 29, 2, 2, 24, 87, 17, 23, 69, 30]"
150,Andrei Girotto,"[0.02, 0.05, 0.76, 0.02, 0.05, 0.1, 0.83, 49.51, 82.2, 3.81, 0.44, 0.07, 0.88, 0.17, 3.32, 2.03, 1.56, 5.05, 2.2]","[41, 59, 85, 57, 90, 77, 62, 37, 33, 69, 40, 18, 58, 42, 99, 93, 85, 90, 57]"
151,Marc Guéhi,"[0.03, 0.04, 0.38, 0.0, 0.01, 0.05, 0.78, 59.69, 85.3, 2.87, 0.46, 0.38, 0.76, 0.08, 1.41, 1.22, 1.22, 3.62, 1.46]","[43, 50, 33, 28, 36, 36, 57, 70, 53, 39, 42, 81, 47, 16, 45, 48, 49, 47, 15]"
152,Joško Gvardiol,"[0.1, 0.09, 0.53, 0.0, 0.03, 0.12, 1.06, 87.18, 89.0, 4.45, 1.0, 0.63, 0.86, 0.13, 1.06, 1.26, 1.23, 3.35, 1.53]","[91, 90, 58, 28, 70, 87, 84, 99, 84, 82, 83, 96, 56, 32, 18, 51, 51, 36, 20]"
153,Mario Hermoso,"[0.16, 0.11, 0.75, 0.08, 0.06, 0.17, 1.39, 64.84, 86.8, 5.12, 1.03, 0.56, 0.99, 0.71, 0.91, 0.83, 0.83, 3.73, 1.47]","[97, 97, 85, 93, 93, 98, 95, 82, 66, 92, 84, 91, 70, 87, 8, 14, 12, 51, 16]"
154,Isak Hien,"[0.0, 0.01, 0.1, 0.0, 0.0, 0.01, 0.62, 35.59, 75.2, 1.86, 0.59, 0.55, 0.45, 0.07, 2.52, 1.07, 1.38, 3.18, 2.76]","[20, 6, 3, 28, 9, 2, 37, 3, 5, 9, 55, 90, 15, 15, 95, 34, 72, 28, 82]"
155,Timo Hübers,"[0.11, 0.06, 0.53, 0.0, 0.0, 0.07, 0.46, 59.86, 82.3, 2.95, 0.35, 0.21, 0.84, 0.07, 1.51, 2.04, 0.95, 5.38, 3.31]","[92, 73, 58, 28, 9, 50, 15, 71, 34, 43, 32, 54, 54, 16, 52, 93, 20, 94, 95]"
156,Roger Ibanez,"[0.07, 0.11, 0.85, 0.0, 0.02, 0.13, 0.97, 50.2, 87.7, 2.35, 0.74, 0.35, 1.06, 0.23, 2.0, 2.19, 1.15, 3.29, 1.96]","[81, 96, 92, 28, 49, 90, 77, 40, 73, 21, 65, 77, 76, 54, 82, 97, 43, 32, 44]"
157,Ardian Ismajli,"[0.0, 0.03, 0.39, 0.0, 0.01, 0.04, 0.47, 44.23, 84.6, 1.81, 0.43, 0.09, 0.77, 0.0, 1.72, 1.16, 2.02, 5.16, 2.45]","[20, 29, 36, 28, 34, 25, 17, 21, 47, 8, 37, 23, 49, 2, 66, 43, 97, 92, 71]"
158,Ko Itakura,"[0.0, 0.03, 0.5, 0.09, 0.02, 0.05, 0.82, 71.24, 90.8, 2.68, 0.86, 0.36, 0.73, 0.18, 1.32, 1.23, 1.86, 4.32, 1.91]","[20, 24, 52, 95, 48, 28, 61, 91, 93, 35, 76, 79, 42, 45, 37, 49, 95, 71, 42]"
159,Hiroki Ito,"[0.04, 0.03, 0.74, 0.04, 0.07, 0.1, 1.72, 73.8, 81.3, 5.55, 1.02, 0.18, 0.39, 1.02, 1.41, 1.41, 1.34, 3.3, 1.34]","[53, 25, 84, 70, 97, 80, 98, 93, 28, 95, 83, 46, 9, 92, 45, 66, 66, 33, 12]"
160,Armando Izzo,"[0.04, 0.08, 0.58, 0.0, 0.03, 0.11, 0.95, 58.28, 87.0, 3.5, 0.8, 0.4, 1.02, 1.06, 2.66, 1.82, 1.06, 3.18, 1.46]","[55, 82, 67, 28, 73, 86, 76, 66, 69, 61, 70, 83, 73, 92, 97, 87, 31, 28, 15]"
161,Paul Jaeckel,"[0.06, 0.01, 0.12, 0.0, 0.02, 0.02, 1.04, 50.89, 81.1, 3.19, 0.49, 0.55, 0.31, 0.74, 1.72, 1.41, 0.92, 2.95, 1.35]","[74, 3, 4, 28, 49, 7, 82, 43, 26, 50, 45, 91, 6, 87, 66, 68, 17, 19, 12]"
162,Kristijan Jakić,"[0.04, 0.03, 0.43, 0.0, 0.03, 0.07, 1.04, 57.62, 77.7, 3.47, 1.21, 0.43, 0.82, 1.65, 2.3, 0.74, 1.69, 2.9, 1.43]","[62, 38, 45, 28, 76, 51, 82, 64, 10, 60, 88, 85, 53, 96, 90, 10, 90, 18, 14]"
163,Pontus Jansson,"[0.12, 0.04, 0.5, 0.0, 0.0, 0.04, 0.25, 39.9, 80.1, 1.74, 0.12, 0.25, 0.99, 0.0, 0.62, 1.12, 1.62, 4.72, 3.11]","[95, 45, 51, 28, 3, 19, 3, 11, 20, 7, 5, 63, 70, 2, 2, 38, 88, 84, 90]"
164,Julian Jeanvier,"[0.05, 0.06, 0.41, 0.0, 0.0, 0.06, 0.46, 40.5, 82.4, 1.38, 0.2, 0.1, 0.61, 0.31, 1.64, 1.38, 1.23, 4.91, 1.23]","[66, 71, 41, 28, 3, 45, 15, 12, 35, 2, 12, 26, 30, 65, 61, 64, 51, 88, 8]"
165,Moritz Jenz,"[0.0, 0.08, 0.79, 0.0, 0.0, 0.08, 0.91, 57.33, 84.7, 2.85, 0.79, 0.06, 1.09, 0.06, 1.33, 0.97, 1.94, 4.12, 2.48]","[20, 85, 87, 28, 3, 62, 73, 63, 48, 38, 70, 15, 79, 13, 39, 25, 96, 65, 72]"
